,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
6209,Botswana,2020-03-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,62,0,0,62,0,0,0,0,0,0,62,0
6312,Botswana,2020-03-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,0,0,0,0,0,0,63,0
6406,Botswana,2020-03-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64,0,0,64,0,0,0,0,0,0,64,0
6499,Botswana,2020-03-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65,0,0,65,0,0,0,0,0,0,65,0
6595,Botswana,2020-03-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,66,0
6697,Botswana,2020-03-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,67,0,0,67,0,0,0,0,0,0,67,0
6802,Botswana,2020-03-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,68,0,0,68,0,0,0,0,0,0,68,0
6904,Botswana,2020-03-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,69,0
7011,Botswana,2020-03-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,0,0,0,0,70,0
7123,Botswana,2020-03-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,71,0,0,71,0,0,0,0,0,0,71,0
7242,Botswana,2020-03-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0,0,72,0
7366,Botswana,2020-03-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,73,0
7495,Botswana,2020-03-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,74,0
7641,Botswana,2020-03-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,0,0,0,0,0,0,75,0
7791,Botswana,2020-03-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,76,0,0,75,0,1,0,0,0,0,76,0
7940,Botswana,2020-03-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,0,0,75,0,2,0,0,0,0,77,0
8092,Botswana,2020-03-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,78,0,0,75,0,3,0,0,0,0,78,0
8249,Botswana,2020-03-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,79,0,0,75,0,4,0,0,0,0,79,0
8413,Botswana,2020-03-21,0.0,0.0,0,0,0,0,0,1,0,1,0,0,80,0,0,75,0,5,0,0,0,0,80,0
8575,Botswana,2020-03-22,0.0,0.0,0,0,0,0,0,2,0,2,0,0,81,0,0,75,0,6,0,0,0,0,81,0
8744,Botswana,2020-03-23,0.0,0.0,0,0,0,0,0,3,0,3,0,0,82,0,0,75,0,7,0,0,0,0,82,0
8914,Botswana,2020-03-24,0.0,0.0,0,0,0,0,0,4,0,4,0,0,83,0,0,75,0,8,0,0,0,0,83,0
9088,Botswana,2020-03-25,0.0,0.0,0,0,0,0,0,5,0,5,0,0,84,0,0,75,0,9,0,0,0,0,84,0
1999,Taiwan,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,19,0
2099,Taiwan,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,20,0
2198,Taiwan,2020-01-22,1.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0
2297,Taiwan,2020-01-23,1.0,0.0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,22,0
2396,Taiwan,2020-01-24,1.0,0.0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,23,0
2495,Taiwan,2020-01-25,1.0,0.0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,24,0
2594,Taiwan,2020-01-26,3.0,0.0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2.0,0.5,0.0,0.0,25,0
2693,Taiwan,2020-01-27,3.0,0.0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.5,0.0,0.0,26,0
2792,Taiwan,2020-01-28,5.0,0.0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,27,0
2891,Taiwan,2020-01-29,7.0,0.0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.4,0.7666666666666666,0.0,0.0,28,0
2990,Taiwan,2020-01-30,8.0,0.0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.14285714285714285,0.30238095238095236,0.0,0.0,29,0
3089,Taiwan,2020-01-31,8.0,0.0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0,0.30238095238095236,0.0,0.0,30,0
3189,Taiwan,2020-02-01,9.0,0.0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.125,0.16696428571428573,0.0,0.0,31,0
3289,Taiwan,2020-02-02,10.0,0.0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.1111111111111111,0.09474206349206349,0.0,0.0,32,0
3389,Taiwan,2020-02-03,10.0,0.0,12,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0.0,0.059027777777777776,0.0,0.0,33,0
3489,Taiwan,2020-02-04,10.0,0.0,13,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0.059027777777777776,0.0,0.0,34,0
3589,Taiwan,2020-02-05,10.0,0.0,14,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0.0,0.027777777777777776,0.0,0.0,35,0
3690,Taiwan,2020-02-06,11.0,0.0,15,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0.1,0.025,0.0,0.0,36,0
3790,Taiwan,2020-02-07,11.0,0.0,16,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0.0,0.025,0.0,0.0,37,0
3890,Taiwan,2020-02-08,16.0,0.0,17,0,0,6,0,0,0,0,0,0,19,0,0,1,0,0,0.45454545454545453,0.13863636363636364,0.0,0.0,38,0
3990,Taiwan,2020-02-09,17.0,0.0,18,0,0,7,0,0,0,0,0,0,20,0,0,2,0,0,0.0625,0.15426136363636364,0.0,0.0,39,0
4090,Taiwan,2020-02-10,18.0,0.0,19,0,0,8,0,0,0,0,0,0,21,0,0,3,0,0,0.058823529411764705,0.14396724598930483,0.0,0.0,40,0
4190,Taiwan,2020-02-11,18.0,0.0,20,0,0,9,0,0,0,0,0,0,22,0,0,4,0,0,0.0,0.14396724598930483,0.0,0.0,41,0
4290,Taiwan,2020-02-12,18.0,0.0,21,0,0,10,0,0,0,0,0,0,23,0,0,5,0,0,0.0,0.030330882352941176,0.0,0.0,42,0
4390,Taiwan,2020-02-13,18.0,0.0,22,0,0,11,0,0,0,0,0,0,24,0,0,6,0,0,0.0,0.014705882352941176,0.0,0.0,43,0
4490,Taiwan,2020-02-14,18.0,0.0,23,0,0,12,0,0,0,0,0,0,25,0,0,7,0,0,0.0,0.0,0.0,0.0,44,0
4590,Taiwan,2020-02-15,18.0,0.0,24,0,0,13,0,0,0,0,0,0,26,0,0,8,0,0,0.0,0.0,0.0,0.0,45,0
4690,Taiwan,2020-02-16,18.0,0.0,25,0,0,14,0,0,0,0,0,0,27,0,0,9,0,0,0.0,0.0,0.0,0.0,46,0
4790,Taiwan,2020-02-17,18.0,0.0,26,0,0,15,0,0,0,0,0,0,28,0,0,10,0,0,0.0,0.0,0.0,0.0,47,0
4890,Taiwan,2020-02-18,20.0,1.0,27,0,0,16,1,0,0,0,0,0,29,0,0,11,0,0,0.1111111111111111,0.027777777777777776,0.0,0.0,48,0
4990,Taiwan,2020-02-19,22.0,1.0,28,1,0,17,2,0,0,0,0,0,30,0,0,12,0,0,0.1,0.05277777777777778,0.0,0.0,49,0
5090,Taiwan,2020-02-20,22.0,1.0,29,2,0,18,3,0,0,0,0,0,31,0,0,13,0,0,0.0,0.05277777777777778,0.0,0.0,50,0
5190,Taiwan,2020-02-21,24.0,1.0,30,3,0,19,4,0,0,0,0,0,32,0,0,14,0,0,0.09090909090909091,0.0755050505050505,0.0,0.0,51,0
5290,Taiwan,2020-02-22,24.0,1.0,31,4,0,20,5,0,0,0,0,0,33,0,0,15,0,0,0.0,0.04772727272727273,0.0,0.0,52,0
5390,Taiwan,2020-02-23,26.0,1.0,32,5,0,21,6,0,0,0,0,0,34,0,0,16,0,0,0.08333333333333333,0.043560606060606064,0.0,0.0,53,0
5490,Taiwan,2020-02-24,26.0,1.0,33,6,0,22,7,0,0,0,0,0,35,0,0,16,0,1,0.0,0.043560606060606064,0.0,0.0,54,0
5590,Taiwan,2020-02-25,28.0,1.0,34,7,0,23,8,0,0,0,0,0,36,0,0,16,1,1,0.07692307692307693,0.04006410256410256,0.0,0.0,55,0
5690,Taiwan,2020-02-26,30.0,1.0,35,8,0,24,9,0,0,0,0,0,37,0,0,16,2,1,0.07142857142857142,0.05792124542124542,0.0,0.0,56,0
5790,Taiwan,2020-02-27,31.0,1.0,36,9,0,24,10,0,0,0,0,0,38,0,0,16,3,1,0.03333333333333333,0.04542124542124542,0.0,0.0,57,0
5890,Taiwan,2020-02-28,32.0,1.0,37,10,0,24,11,0,0,0,0,0,39,0,0,16,4,1,0.03225806451612903,0.05348576155027768,0.0,0.0,58,0
5990,Taiwan,2020-02-29,34.0,1.0,38,11,0,24,12,0,0,0,0,0,40,0,0,16,5,1,0.0625,0.049879992319508445,0.0,0.0,59,0
6090,Taiwan,2020-03-01,39.0,1.0,39,12,0,24,13,0,0,0,0,0,41,0,0,16,6,1,0.14705882352941177,0.06878755534471853,0.0,0.0,60,0
6190,Taiwan,2020-03-02,40.0,1.0,40,13,0,24,14,0,0,0,0,0,42,0,0,16,7,1,0.02564102564102564,0.06686447842164162,0.0,0.0,61,0
6297,Taiwan,2020-03-03,40.0,1.0,41,14,0,24,14,0,0,0,0,0,43,0,0,16,8,1,0.0,0.05879996229260935,0.0,0.0,62,0
6392,Taiwan,2020-03-04,41.0,1.0,42,15,0,24,14,0,0,0,0,0,44,0,0,16,9,1,0.025,0.04942496229260935,0.0,0.0,63,0
6482,Taiwan,2020-03-05,42.0,1.0,43,16,0,24,14,0,0,0,0,0,45,0,0,16,10,1,0.024390243902439025,0.01875781738586617,0.0,0.0,64,0
6579,Taiwan,2020-03-06,44.0,1.0,44,17,0,24,14,0,1,0,0,0,46,0,0,16,11,1,0.047619047619047616,0.02425232288037166,0.0,0.0,65,0
6682,Taiwan,2020-03-07,44.0,1.0,45,18,0,24,14,0,2,0,0,0,47,0,0,16,12,1,0.0,0.02425232288037166,0.0,0.0,66,0
6786,Taiwan,2020-03-08,45.0,1.0,46,19,0,24,14,0,3,0,0,0,48,0,0,16,13,1,0.022727272727272728,0.023684141062189842,0.0,0.0,67,0
6888,Taiwan,2020-03-09,45.0,1.0,47,20,0,24,14,0,4,0,0,0,49,0,0,16,14,1,0.0,0.017586580086580088,0.0,0.0,68,0
6992,Taiwan,2020-03-10,45.0,1.0,48,21,0,24,14,0,5,0,0,0,50,0,0,16,15,1,0.0,0.005681818181818182,0.0,0.0,69,0
7102,Taiwan,2020-03-11,48.0,1.0,49,22,0,24,14,0,6,0,0,0,51,0,0,16,16,1,0.06666666666666667,0.022348484848484847,0.0,0.0,70,0
7221,Taiwan,2020-03-12,48.0,1.0,50,23,0,24,14,0,7,0,0,0,52,0,0,16,17,1,0.0,0.016666666666666666,0.0,0.0,71,0
7345,Taiwan,2020-03-13,48.0,1.0,51,24,0,24,14,0,8,0,0,0,53,0,0,16,18,1,0.0,0.016666666666666666,0.0,0.0,72,0
7472,Taiwan,2020-03-14,49.0,1.0,52,25,0,24,14,0,9,0,0,0,54,0,0,16,19,1,0.020833333333333332,0.021875,0.0,0.0,73,0
7615,Taiwan,2020-03-15,53.0,1.0,53,26,0,24,14,0,10,0,0,0,55,0,0,16,20,1,0.08163265306122448,0.025616496598639453,0.0,0.0,74,0
7765,Taiwan,2020-03-16,59.0,1.0,54,27,0,25,14,0,11,0,0,0,56,0,0,16,21,1,0.11320754716981132,0.053918383391092284,0.0,0.0,75,0
7914,Taiwan,2020-03-17,59.0,1.0,55,28,0,26,14,0,12,0,0,0,57,0,0,16,22,1,0.0,0.053918383391092284,0.0,0.0,76,0
8067,Taiwan,2020-03-18,67.0,1.0,56,29,0,27,14,0,13,0,0,0,58,0,0,16,23,1,0.13559322033898305,0.08260835514250472,0.0,0.0,77,0
8222,Taiwan,2020-03-19,77.0,1.0,57,30,0,28,14,0,14,0,0,0,59,0,0,16,24,1,0.14925373134328357,0.09951362471301949,0.0,0.0,78,0
8387,Taiwan,2020-03-20,108.0,1.0,58,31,0,29,14,0,15,0,0,0,60,0,0,16,24,2,0.4025974025974026,0.1718610885699173,0.0,0.0,79,0
8548,Taiwan,2020-03-21,108.0,1.0,59,32,0,30,14,0,16,0,0,0,61,0,0,16,24,3,0.0,0.1718610885699173,0.0,0.0,80,0
8716,Taiwan,2020-03-22,135.0,2.0,60,33,0,31,14,0,17,0,0,0,62,0,0,16,24,4,0.25,0.20046278348517155,1.0,0.25,81,0
8887,Taiwan,2020-03-23,153.0,2.0,61,34,0,32,14,0,18,0,0,0,63,0,0,16,24,5,0.13333333333333333,0.19648268398268398,0.0,0.25,82,0
9060,Taiwan,2020-03-24,165.0,2.0,62,35,0,33,14,0,19,0,0,0,64,0,0,16,24,6,0.0784313725490196,0.11544117647058823,0.0,0.25,83,0
9235,Taiwan,2020-03-25,195.0,2.0,63,36,0,34,14,0,20,0,0,0,65,0,0,16,24,7,0.18181818181818182,0.16089572192513368,0.0,0.25,84,0
6219,Dominican Republic,2020-03-03,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,0
6709,Dominican Republic,2020-03-08,2.0,0.0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,67,0
7023,Dominican Republic,2020-03-11,5.0,0.0,4,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0
7510,Dominican Republic,2020-03-15,11.0,0.0,6,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0.0,0.0,74,0
7658,Dominican Republic,2020-03-16,11.0,0.0,7,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0,0.0,0.0,0.0,75,0
7807,Dominican Republic,2020-03-17,11.0,0.0,8,0,2,0,0,0,0,0,0,0,14,0,0,1,0,0,0.0,0.0,0.0,0.0,76,0
7957,Dominican Republic,2020-03-18,11.0,0.0,9,0,2,0,0,0,0,0,0,0,15,0,0,2,0,0,0.0,0.0,0.0,0.0,77,0
8110,Dominican Republic,2020-03-19,11.0,0.0,10,0,3,0,1,0,1,0,0,0,16,0,0,3,0,0,0.0,0.0,0.0,0.0,78,0
8268,Dominican Republic,2020-03-20,21.0,0.0,11,0,4,0,2,0,2,0,0,0,17,0,0,4,0,0,0.9090909090909091,0.22727272727272727,0.0,0.0,79,0
8432,Dominican Republic,2020-03-21,21.0,0.0,12,0,5,0,3,0,3,0,0,0,18,0,0,5,0,0,0.0,0.22727272727272727,0.0,0.0,80,0
8595,Dominican Republic,2020-03-22,34.0,2.0,13,0,6,0,4,0,4,0,0,0,19,0,0,6,0,0,0.6190476190476191,0.38203463203463206,0.0,0.0,81,0
8764,Dominican Republic,2020-03-23,112.0,3.0,14,1,7,0,5,0,5,0,0,0,20,0,0,7,0,0,2.2941176470588234,0.9555640437993379,0.5,0.0,82,0
8935,Dominican Republic,2020-03-24,202.0,3.0,15,2,8,0,6,0,6,0,0,0,21,0,0,8,0,0,0.8035714285714286,0.9291841736694677,0.0,0.0,83,0
9109,Dominican Republic,2020-03-25,245.0,3.0,16,3,9,0,7,0,7,0,0,0,22,0,0,9,0,0,0.21287128712871287,0.982401995451646,0.0,0.125,84,0
2321,Germany,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,0
2420,Germany,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,24,0
2519,Germany,2020-01-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,25,0
2618,Germany,2020-01-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,26,0
2717,Germany,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,27,0
2816,Germany,2020-01-29,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,28,0
2915,Germany,2020-01-30,4.0,0.0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3.0,0.0,0.0,0.0,29,0
3014,Germany,2020-01-31,4.0,0.0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,30,0
3114,Germany,2020-02-01,5.0,0.0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.25,0.8125,0.0,0.0,31,0
3214,Germany,2020-02-02,7.0,0.0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.4,0.9125,0.0,0.0,32,0
3314,Germany,2020-02-03,8.0,0.0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.14285714285714285,0.19821428571428573,0.0,0.0,33,0
3414,Germany,2020-02-04,9.0,0.0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.125,0.22946428571428573,0.0,0.0,34,0
3514,Germany,2020-02-05,11.0,0.0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.2222222222222222,0.22251984126984128,0.0,0.0,35,0
3615,Germany,2020-02-06,11.0,0.0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0,0.12251984126984126,0.0,0.0,36,0
3715,Germany,2020-02-07,11.0,0.0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.0,0.08680555555555555,0.0,0.0,37,0
3815,Germany,2020-02-08,12.0,0.0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.09090909090909091,0.07828282828282829,0.0,0.0,38,0
3915,Germany,2020-02-09,13.0,0.0,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.08333333333333333,0.043560606060606064,0.0,0.0,39,0
4015,Germany,2020-02-10,13.0,0.0,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0,0.043560606060606064,0.0,0.0,40,0
4115,Germany,2020-02-11,13.0,0.0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.0,0.043560606060606064,0.0,0.0,41,0
4215,Germany,2020-02-12,13.0,0.0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0,0.020833333333333332,0.0,0.0,42,0
4315,Germany,2020-02-13,15.0,0.0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.15384615384615385,0.038461538461538464,0.0,0.0,43,0
4415,Germany,2020-02-14,15.0,0.0,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.0,0.038461538461538464,0.0,0.0,44,0
4515,Germany,2020-02-15,15.0,0.0,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0,0.038461538461538464,0.0,0.0,45,0
4615,Germany,2020-02-16,15.0,0.0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0,0.038461538461538464,0.0,0.0,46,0
4715,Germany,2020-02-17,15.0,0.0,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0,0.0,0.0,0.0,47,0
4815,Germany,2020-02-18,15.0,0.0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0
4915,Germany,2020-02-19,15.0,0.0,21,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0
5015,Germany,2020-02-20,15.0,0.0,22,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0
5115,Germany,2020-02-21,15.0,0.0,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.0,0.0,0.0,0.0,51,0
5215,Germany,2020-02-22,15.0,0.0,24,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,0.0,0.0,0.0,52,0
5315,Germany,2020-02-23,15.0,0.0,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.0,0.0,0.0,0.0,53,0
5415,Germany,2020-02-24,15.0,0.0,26,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0
5515,Germany,2020-02-25,15.0,0.0,27,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0
5615,Germany,2020-02-26,15.0,0.0,28,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.0,0.0,0.0,0.0,56,0
5715,Germany,2020-02-27,17.0,0.0,29,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.13333333333333333,0.03333333333333333,0.0,0.0,57,0
5815,Germany,2020-02-28,21.0,0.0,30,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.23529411764705882,0.09215686274509804,0.0,0.0,58,0
5915,Germany,2020-02-29,47.0,0.0,31,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1.2380952380952381,0.4016806722689076,0.0,0.0,59,0
6015,Germany,2020-03-01,57.0,0.0,32,0,0,0,0,0,1,0,0,0,37,0,0,1,0,0,0.2127659574468085,0.45487216163060973,0.0,0.0,60,0
6115,Germany,2020-03-02,111.0,0.0,33,0,0,0,0,0,2,0,0,0,38,0,0,2,0,0,0.9473684210526315,0.6583809335604343,0.0,0.0,61,0
6217,Germany,2020-03-03,129.0,0.0,34,0,0,0,0,0,3,0,0,0,39,0,0,3,0,0,0.16216216216216217,0.6400979446892101,0.0,0.0,62,0
6320,Germany,2020-03-04,157.0,0.0,35,0,0,0,0,0,4,0,0,0,40,0,0,4,0,0,0.21705426356589147,0.3848377010568734,0.0,0.0,63,0
6414,Germany,2020-03-05,196.0,0.0,36,0,0,0,0,0,5,0,0,0,41,0,0,5,0,0,0.2484076433121019,0.39374812252319674,0.0,0.0,64,0
6507,Germany,2020-03-06,262.0,0.0,37,0,0,0,0,0,6,0,0,0,42,0,0,6,0,0,0.336734693877551,0.24108969072942665,0.0,0.0,65,0
6605,Germany,2020-03-07,400.0,0.0,38,0,0,0,0,0,7,0,0,0,43,0,0,7,0,0,0.5267175572519084,0.33222853950186315,0.0,0.0,66,0
6707,Germany,2020-03-08,684.0,0.0,39,0,0,0,0,0,8,0,0,0,44,0,0,8,0,0,0.71,0.4554649736103903,0.0,0.0,67,0
6811,Germany,2020-03-09,847.0,0.0,40,0,0,0,0,0,9,0,0,0,45,0,0,9,0,0,0.23830409356725146,0.45293908617417766,0.0,0.0,68,0
6915,Germany,2020-03-10,902.0,0.0,41,0,0,0,0,0,10,0,0,0,46,0,0,10,0,0,0.06493506493506493,0.38498917893855616,0.0,0.0,69,0
7021,Germany,2020-03-11,1139.0,2.0,42,0,0,0,0,0,10,1,0,0,47,0,0,11,0,0,0.26274944567627495,0.3189971510446478,0.0,0.0,70,0
7135,Germany,2020-03-12,1296.0,2.0,43,1,0,0,0,0,10,2,0,0,48,0,0,12,0,0,0.13784021071115013,0.17595720372243537,0.0,0.0,71,0
7254,Germany,2020-03-13,1567.0,3.0,44,2,0,0,0,0,10,3,0,0,49,0,0,13,0,0,0.20910493827160495,0.16865741489852373,0.5,0.0,72,0
7377,Germany,2020-03-14,2369.0,5.0,45,3,0,1,0,0,10,4,0,0,50,0,0,14,0,0,0.5118059987236758,0.28037514834567645,0.6666666666666666,0.29166666666666663,73,0
7508,Germany,2020-03-15,3062.0,5.0,46,4,0,2,0,0,10,5,0,0,51,0,0,15,0,0,0.29252849303503586,0.2878199101853667,0.0,0.29166666666666663,74,0
7656,Germany,2020-03-16,3795.0,8.0,47,5,0,3,0,0,10,6,0,0,52,0,0,16,0,0,0.23938602220770738,0.313206363059506,0.6,0.44166666666666665,75,0
7805,Germany,2020-03-17,4838.0,12.0,48,6,0,4,0,0,10,7,0,0,53,0,0,16,0,1,0.2748353096179183,0.32963895589608433,0.5,0.44166666666666665,76,0
7955,Germany,2020-03-18,6012.0,13.0,49,7,0,5,0,0,10,8,0,0,54,0,0,16,0,2,0.2426622571310459,0.26235302049792686,0.08333333333333333,0.29583333333333334,77,0
8107,Germany,2020-03-19,7156.0,13.0,50,8,0,6,0,0,10,9,0,0,55,1,0,16,0,3,0.19028609447771125,0.23679242085859573,0.0,0.29583333333333334,78,0
8265,Germany,2020-03-20,8198.0,13.0,51,9,0,7,0,0,10,10,0,0,56,2,0,16,0,4,0.14561207378423702,0.21334893375272812,0.0,0.14583333333333334,79,0
8429,Germany,2020-03-21,14138.0,43.0,52,10,0,8,0,0,10,11,0,0,57,2,1,16,0,5,0.7245669675530617,0.32578184823651396,2.3076923076923075,0.5977564102564102,80,0
8592,Germany,2020-03-22,18187.0,45.0,53,11,0,9,0,0,10,12,0,0,58,2,2,16,0,6,0.28639128589616636,0.3367141054277941,0.046511627906976744,0.5885509838998211,81,0
8761,Germany,2020-03-23,21463.0,67.0,54,12,0,10,0,0,10,13,0,0,59,2,3,16,0,7,0.18012866333095068,0.33417474764110394,0.4888888888888889,0.7107732061220433,82,0
8931,Germany,2020-03-24,24774.0,94.0,55,13,0,11,0,0,10,14,0,0,60,2,4,16,0,8,0.1542654801285934,0.33633809922719304,0.40298507462686567,0.8115194747787597,83,0
9105,Germany,2020-03-25,29212.0,126.0,56,14,0,12,0,0,10,15,0,0,61,2,5,16,0,9,0.1791394203600549,0.19998121242894135,0.3404255319148936,0.31970278083440623,84,0
6274,Portugal,2020-03-03,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,0
6368,Portugal,2020-03-04,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,0
6460,Portugal,2020-03-05,4.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,64,0
6556,Portugal,2020-03-06,5.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3125,0.0,0.0,65,0
6658,Portugal,2020-03-07,9.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5125,0.0,0.0,66,0
