,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
7552,Sri Lanka,2020-03-15,6.0,0.0,38,0,0,2,0,0,0,1,0,0,50,49,0,44,5,0,1.0,0.375,0,0,74,0
7700,Sri Lanka,2020-03-16,11.0,0.0,39,0,0,3,0,0,0,2,0,0,51,50,0,44,6,0,0.8333333333333334,0.5833333333333334,0,0,75,0
7850,Sri Lanka,2020-03-17,19.0,0.0,40,0,0,4,0,1,0,3,0,0,52,51,0,44,7,0,0.7272727272727273,0.7651515151515151,0,0,76,0
8001,Sri Lanka,2020-03-18,29.0,0.0,41,0,0,5,0,2,0,4,0,0,53,52,0,44,8,0,0.5263157894736842,0.7717304625199362,0,0,77,0
8155,Sri Lanka,2020-03-19,42.0,0.0,42,0,0,6,0,3,0,5,0,0,54,52,1,44,9,0,0.4482758620689655,0.6337994280371775,0,0,78,0
8318,Sri Lanka,2020-03-20,42.0,0.0,43,0,0,7,0,4,0,6,0,0,55,52,2,44,9,1,0.0,0.4254660947038443,0,0,79,0
8480,Sri Lanka,2020-03-21,53.0,0.0,44,0,0,8,0,5,0,7,0,0,56,52,3,44,9,2,0.2619047619047619,0.3091241033618529,0,0,80,0
8643,Sri Lanka,2020-03-22,66.0,0.0,45,0,0,9,0,6,0,8,0,0,57,52,4,44,9,3,0.24528301886792453,0.23886591071041297,0,0,81,0
8813,Sri Lanka,2020-03-23,78.0,0.0,46,0,0,10,0,7,0,9,0,0,58,52,5,44,9,4,0.18181818181818182,0.17225149064771705,0,0,82,0
8985,Sri Lanka,2020-03-24,87.0,0.0,47,0,0,11,0,8,0,10,0,0,59,52,6,44,9,5,0.11538461538461539,0.2010976444938709,0,0,83,0
9159,Sri Lanka,2020-03-25,97.0,0.0,48,0,0,12,0,9,0,11,0,0,60,52,7,44,9,6,0.11494252873563218,0.16435708620158848,0,0,84,0
183,Singapore,2020-01-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0
283,Singapore,2020-01-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0,2,0
383,Singapore,2020-01-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0.0,0.0,0.0,0,3,0
483,Singapore,2020-01-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0.0,0.0,0.0,0,4,0
583,Singapore,2020-01-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0.0,0.0,0.0,0,5,0
683,Singapore,2020-01-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0.0,0.0,0.0,0,6,0
783,Singapore,2020-01-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,0.0,0.0,0.0,0,7,0
883,Singapore,2020-01-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,6,0,0.0,0.0,0.0,0,8,0
983,Singapore,2020-01-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,0,0.0,0.0,0.0,0,9,0
1083,Singapore,2020-01-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,8,0,0.0,0.0,0.0,0,10,0
1183,Singapore,2020-01-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,9,0,0.0,0.0,0.0,0,11,0
1283,Singapore,2020-01-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,10,0,0.0,0.0,0.0,0,12,0
1383,Singapore,2020-01-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,11,0,0.0,0.0,0.0,0,13,0
1483,Singapore,2020-01-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0.0,0.0,0.0,0,14,0
1583,Singapore,2020-01-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,13,0,0.0,0.0,0.0,0,15,0
1683,Singapore,2020-01-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,14,0,0.0,0.0,0.0,0,16,0
1783,Singapore,2020-01-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,15,0,0.0,0.0,0.0,0,17,0
1883,Singapore,2020-01-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,16,0,0.0,0.0,0.0,0,18,0
1983,Singapore,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,17,0,0.0,0.0,0.0,0,19,0
2083,Singapore,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,18,0,0.0,0.0,0.0,0,20,0
2182,Singapore,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,19,0,0.0,0.0,0.0,0,21,0
2281,Singapore,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,20,0,0.0,0.0,0.0,0,22,0
2380,Singapore,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,20,1,0.0,0.0,0.0,0,23,0
2479,Singapore,2020-01-25,3.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,20,2,0.0,0.0,0.0,0,24,0
2578,Singapore,2020-01-26,3.0,0.0,1,0,0,0,0,0,0,0,0,0,24,0,0,1,20,3,0.0,0.0,0.0,0,25,0
2677,Singapore,2020-01-27,4.0,0.0,2,0,0,0,0,0,0,0,0,0,25,0,0,1,20,4,0.3333333333333333,0.0,0.0,0,26,0
2776,Singapore,2020-01-28,4.0,0.0,3,0,0,0,0,0,0,0,0,0,26,0,0,1,20,5,0.0,0.08333333333333333,0.0,0,27,0
2875,Singapore,2020-01-29,5.0,0.0,4,0,0,0,0,0,0,0,0,0,27,0,0,1,20,6,0.25,0.14583333333333331,0.0,0,28,0
2974,Singapore,2020-01-30,7.0,0.0,5,0,0,0,0,0,0,0,0,0,28,0,0,1,20,7,0.4,0.24583333333333332,0.0,0,29,0
3073,Singapore,2020-01-31,10.0,0.0,6,0,0,0,0,0,0,0,0,0,29,0,0,1,20,8,0.42857142857142855,0.26964285714285713,0.0,0,30,0
3173,Singapore,2020-02-01,13.0,0.0,7,0,0,0,0,0,0,0,0,0,30,0,0,1,20,9,0.3,0.34464285714285714,0.0,0,31,0
3273,Singapore,2020-02-02,16.0,0.0,8,0,0,0,0,0,0,0,0,0,31,0,0,1,20,10,0.23076923076923078,0.33983516483516485,0.0,0,32,0
3373,Singapore,2020-02-03,18.0,0.0,9,0,0,0,0,0,0,0,0,0,32,0,0,1,20,11,0.125,0.2710851648351648,0.0,0,33,0
3473,Singapore,2020-02-04,18.0,0.0,10,0,0,0,0,0,0,0,0,0,33,0,0,1,20,12,0.0,0.1639423076923077,0.0,0,34,0
3573,Singapore,2020-02-05,18.0,0.0,11,0,0,0,0,0,0,0,0,0,34,0,0,1,20,13,0.0,0.0889423076923077,0.0,0,35,0
3674,Singapore,2020-02-06,24.0,0.0,12,0,0,0,0,0,0,0,0,0,35,0,0,1,20,14,0.3333333333333333,0.11458333333333333,0.0,0,36,0
3774,Singapore,2020-02-07,28.0,0.0,13,0,0,0,0,0,0,0,0,0,36,0,0,1,20,15,0.16666666666666666,0.125,0.0,0,37,0
3874,Singapore,2020-02-08,30.0,0.0,14,0,0,0,0,0,1,0,0,0,37,0,0,1,20,16,0.07142857142857142,0.14285714285714285,0.0,0,38,0
3974,Singapore,2020-02-09,33.0,0.0,15,0,0,0,0,0,2,0,0,0,38,0,0,1,20,17,0.1,0.16785714285714284,0.0,0,39,0
4074,Singapore,2020-02-10,40.0,0.0,16,0,0,0,0,0,3,0,0,0,39,0,0,1,20,18,0.21212121212121213,0.13755411255411257,0.0,0,40,0
4174,Singapore,2020-02-11,43.0,0.0,17,0,0,0,0,0,4,0,0,0,40,0,0,1,20,19,0.075,0.11463744588744589,0.0,0,41,0
4274,Singapore,2020-02-12,45.0,0.0,18,0,0,0,0,0,5,0,0,0,41,0,0,1,20,20,0.046511627906976744,0.10840821000704723,0.0,0,42,0
4374,Singapore,2020-02-13,47.0,0.0,19,0,0,0,0,0,6,0,0,0,42,0,0,1,20,21,0.044444444444444446,0.09451932111815832,0.0,0,43,0
4474,Singapore,2020-02-14,50.0,0.0,20,0,0,0,0,0,7,0,0,0,43,0,0,1,20,22,0.06382978723404255,0.05744646489636593,0.0,0,44,0
4574,Singapore,2020-02-15,58.0,0.0,21,0,0,0,0,0,8,0,0,0,44,0,0,1,20,23,0.16,0.07869646489636595,0.0,0,45,0
4674,Singapore,2020-02-16,67.0,0.0,22,0,0,0,0,0,9,0,0,0,45,0,0,1,20,24,0.15517241379310345,0.1058616613678976,0.0,0,46,0
4774,Singapore,2020-02-17,72.0,0.0,23,0,0,0,0,0,10,0,0,0,46,0,0,1,20,25,0.07462686567164178,0.11340726667469694,0.0,0,47,0
4874,Singapore,2020-02-18,75.0,0.0,24,0,0,0,0,0,11,0,0,0,47,0,0,1,20,26,0.041666666666666664,0.10786648653285298,0.0,0,48,0
4974,Singapore,2020-02-19,77.0,0.0,25,0,0,0,0,0,12,0,0,0,48,0,0,1,20,27,0.02666666666666667,0.07453315319951964,0.0,0,49,0
5074,Singapore,2020-02-20,81.0,0.0,26,0,0,0,0,0,13,0,0,0,49,0,0,1,20,28,0.05194805194805195,0.04872706273825676,0.0,0,50,0
5174,Singapore,2020-02-21,84.0,0.0,27,0,0,0,0,0,14,0,0,0,50,0,0,1,20,29,0.037037037037037035,0.039329605579605575,0.0,0,51,0
5274,Singapore,2020-02-22,85.0,0.0,28,0,0,0,0,0,15,0,0,0,51,0,0,1,20,30,0.011904761904761904,0.03188912938912939,0.0,0,52,0
5374,Singapore,2020-02-23,86.0,0.0,29,0,0,0,0,0,16,0,0,0,52,0,0,1,20,31,0.011764705882352941,0.028163639193050958,0.0,0,53,0
5474,Singapore,2020-02-24,89.0,0.0,30,0,0,0,0,0,17,0,0,0,53,0,0,1,20,32,0.03488372093023256,0.02389755643859611,0.0,0,54,0
5574,Singapore,2020-02-25,89.0,0.0,31,0,0,0,0,0,18,0,0,0,54,0,0,1,20,33,0.0,0.01463829717933685,0.0,0,55,0
5674,Singapore,2020-02-26,90.0,0.0,32,0,0,0,0,0,19,0,0,0,55,0,0,1,20,34,0.011235955056179775,0.014471095467191318,0.0,0,56,0
5774,Singapore,2020-02-27,91.0,0.0,33,0,0,0,0,0,20,0,0,0,56,0,0,1,20,35,0.011111111111111112,0.014307696774380861,0.0,0,57,0
5874,Singapore,2020-02-28,93.0,0.0,34,0,0,0,0,0,21,0,0,0,57,0,0,1,20,36,0.02197802197802198,0.011081272036328218,0.0,0,58,0
5974,Singapore,2020-02-29,96.0,0.0,35,0,0,0,0,0,22,0,0,0,58,0,0,1,20,37,0.03225806451612903,0.019145788165360476,0.0,0,59,0
6074,Singapore,2020-03-01,98.0,0.0,36,0,0,0,0,0,23,0,0,0,59,0,0,1,20,38,0.020833333333333332,0.02154513273464886,0.0,0,60,0
6174,Singapore,2020-03-02,102.0,0.0,37,0,0,0,0,0,24,0,0,0,60,0,0,1,20,39,0.04081632653061224,0.028971436589524148,0.0,0,61,0
6280,Singapore,2020-03-03,106.0,0.0,38,0,0,0,0,0,25,0,0,0,61,0,0,1,20,40,0.0392156862745098,0.0332808526636461,0.0,0,62,0
6374,Singapore,2020-03-04,108.0,0.0,39,0,0,0,0,0,26,0,0,0,62,0,0,1,20,41,0.018867924528301886,0.029933317666689316,0.0,0,63,0
6465,Singapore,2020-03-05,110.0,0.0,40,0,0,0,0,0,27,0,0,0,63,0,0,1,20,42,0.018518518518518517,0.02935461396298561,0.0,0,64,0
6563,Singapore,2020-03-06,112.0,0.0,41,0,0,0,0,0,28,0,0,0,64,0,0,1,20,43,0.01818181818181818,0.023695986875787098,0.0,0,65,0
6665,Singapore,2020-03-07,117.0,0.0,42,0,0,0,0,0,29,0,0,0,65,0,0,1,20,44,0.044642857142857144,0.02505277959287393,0.0,0,66,0
6769,Singapore,2020-03-08,130.0,0.0,43,0,0,0,0,0,30,0,0,0,66,0,0,1,20,45,0.1111111111111111,0.04811357623857623,0.0,0,67,0
6872,Singapore,2020-03-09,138.0,0.0,44,0,0,0,0,0,31,0,0,0,67,0,0,1,20,46,0.06153846153846154,0.058868561993561996,0.0,0,68,0
6975,Singapore,2020-03-10,150.0,0.0,45,0,0,0,0,0,32,0,0,0,68,0,0,1,20,47,0.08695652173913043,0.07606223788289006,0.0,0,69,0
7085,Singapore,2020-03-11,160.0,0.0,46,0,0,0,0,0,33,0,0,0,69,0,0,1,20,48,0.06666666666666667,0.08156819026384243,0.0,0,70,0
7203,Singapore,2020-03-12,166.0,0.0,47,0,0,0,0,0,34,0,0,0,70,0,0,1,20,49,0.0375,0.06316541248606465,0.0,0,71,0
7324,Singapore,2020-03-13,178.0,0.0,48,0,0,0,0,0,35,0,0,0,71,0,0,1,20,50,0.07228915662650602,0.06585308625807577,0.0,0,72,0
7451,Singapore,2020-03-14,187.0,0.0,49,0,0,0,0,0,35,1,0,0,72,0,0,1,20,51,0.05056179775280899,0.056754405261495416,0.0,0,73,0
7591,Singapore,2020-03-15,200.0,0.0,50,0,0,0,0,0,35,2,0,0,73,0,0,1,20,52,0.06951871657754011,0.05746741773921378,0.0,0,74,0
7739,Singapore,2020-03-16,214.0,0.0,51,0,0,0,0,0,35,3,0,0,74,0,0,1,20,53,0.07,0.06559241773921379,0.0,0,75,0
7888,Singapore,2020-03-17,226.0,0.0,52,0,0,0,0,0,35,4,0,0,75,0,0,1,20,54,0.056074766355140186,0.06153882017137233,0.0,0,76,0
8041,Singapore,2020-03-18,243.0,0.0,53,0,0,0,0,0,35,5,0,0,76,0,0,1,20,55,0.0752212389380531,0.06770368046768335,0.0,0,77,0
8195,Singapore,2020-03-19,266.0,0.0,54,0,0,0,0,0,35,6,0,0,77,0,0,1,20,56,0.09465020576131687,0.07398655276362755,0.0,0,78,0
8359,Singapore,2020-03-20,313.0,0.0,55,0,0,0,0,0,35,7,0,0,78,0,0,1,20,57,0.17669172932330826,0.1006594850944546,0.0,0,79,0
8520,Singapore,2020-03-21,345.0,0.0,56,0,0,0,0,0,35,8,0,0,79,0,0,1,20,58,0.10223642172523961,0.11219989893697946,0.0,0,80,0
8687,Singapore,2020-03-22,385.0,0.0,57,0,0,0,0,0,35,9,0,0,80,0,0,1,20,59,0.11594202898550725,0.122380096448843,0.0,0,81,0
8857,Singapore,2020-03-23,432.0,2.0,58,0,0,0,0,0,35,10,0,0,81,0,0,1,20,60,0.12207792207792208,0.1292370255279943,0.0,0,82,0
9030,Singapore,2020-03-24,455.0,2.0,59,1,0,0,0,0,35,11,0,0,82,0,0,1,20,61,0.05324074074074074,0.09837427838235242,0.0,0,83,0
9204,Singapore,2020-03-25,509.0,2.0,60,2,0,0,0,0,35,12,0,0,83,0,0,1,20,62,0.11868131868131868,0.10248550262137218,0.0,0,84,0
6216,Czech Republic,2020-03-03,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,62,0
6319,Czech Republic,2020-03-04,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,63,0
6413,Czech Republic,2020-03-05,5.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,64,0
6506,Czech Republic,2020-03-06,8.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.31666666666666665,0.0,0,65,0
6604,Czech Republic,2020-03-07,12.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.44166666666666665,0.0,0,66,0
6706,Czech Republic,2020-03-08,19.0,0.0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.5833333333333334,0.4208333333333334,0.0,0,67,0
6810,Czech Republic,2020-03-09,26.0,0.0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0.3684210526315789,0.5129385964912281,0.0,0,68,0
6914,Czech Republic,2020-03-10,32.0,0.0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0.23076923076923078,0.4206309041835358,0.0,0,69,0
7020,Czech Republic,2020-03-11,40.0,0.0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0.25,0.35813090418353577,0.0,0,70,0
7134,Czech Republic,2020-03-12,63.0,0.0,9,0,0,1,0,0,0,1,0,0,6,0,0,0,5,0,0.575,0.35604757085020244,0.0,0,71,0
7253,Czech Republic,2020-03-13,94.0,0.0,10,0,0,2,0,0,0,2,0,0,7,0,0,0,6,0,0.49206349206349204,0.3869581807081807,0.0,0,72,0
7376,Czech Republic,2020-03-14,116.0,0.0,11,0,0,3,0,0,0,3,0,0,8,0,0,0,7,0,0.23404255319148937,0.38777651131374535,0.0,0,73,0
7507,Czech Republic,2020-03-15,150.0,0.0,12,0,0,4,0,1,0,4,0,0,9,0,0,0,8,0,0.29310344827586204,0.3985523733827109,0.0,0,74,0
7655,Czech Republic,2020-03-16,214.0,0.0,13,0,0,5,0,2,0,5,0,0,10,0,0,0,9,0,0.4266666666666667,0.3614690400493776,0.0,0,75,0
7804,Czech Republic,2020-03-17,298.0,0.0,14,0,0,6,0,3,0,6,0,0,11,0,1,0,9,1,0.3925233644859813,0.3365840081549999,0.0,0,76,0
7954,Czech Republic,2020-03-18,344.0,0.0,15,0,0,7,0,4,0,7,0,0,12,0,2,0,9,2,0.15436241610738255,0.31666397388397316,0.0,0,77,0
8106,Czech Republic,2020-03-19,434.0,0.0,16,0,0,8,0,5,0,8,0,0,13,0,3,0,9,3,0.2616279069767442,0.3087950885591937,0.0,0,78,0
8264,Czech Republic,2020-03-20,522.0,0.0,17,0,0,9,0,6,0,9,0,0,14,0,4,0,9,4,0.20276497695852536,0.25281966613215834,0.0,0,79,0
8428,Czech Republic,2020-03-21,694.0,0.0,18,0,0,10,0,7,0,10,0,0,15,0,5,0,9,5,0.32950191570881227,0.2370643039378661,0.0,0,80,0
8591,Czech Republic,2020-03-22,904.0,0.0,19,0,0,11,0,8,0,11,0,0,16,0,6,0,9,6,0.3025936599423631,0.2741221148966112,0.0,0,81,0
8760,Czech Republic,2020-03-23,995.0,0.0,20,0,0,12,0,9,0,12,0,0,17,0,7,0,9,7,0.1006637168141593,0.233881067355965,0.0,0,82,0
8930,Czech Republic,2020-03-24,1165.0,1.0,21,0,0,13,0,10,0,13,0,0,18,0,8,0,9,8,0.1708542713567839,0.22590339095552964,0.0,0,83,0
9104,Czech Republic,2020-03-25,1236.0,1.0,22,1,0,14,0,11,0,14,0,0,19,0,9,0,9,9,0.06094420600858369,0.1587639635304725,0.0,0,84,0
16,Botswana,2020-01-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Botswana,2020-01-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
216,Botswana,2020-01-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0
316,Botswana,2020-01-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0
416,Botswana,2020-01-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0
516,Botswana,2020-01-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0
616,Botswana,2020-01-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0
716,Botswana,2020-01-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0
816,Botswana,2020-01-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0
916,Botswana,2020-01-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0
1016,Botswana,2020-01-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0
1116,Botswana,2020-01-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0
1216,Botswana,2020-01-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,12,0
1316,Botswana,2020-01-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,13,0
1416,Botswana,2020-01-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,14,0
1516,Botswana,2020-01-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,15,0
1616,Botswana,2020-01-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,16,0
1716,Botswana,2020-01-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,17,0
1816,Botswana,2020-01-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,18,0
1916,Botswana,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,19,0
2016,Botswana,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,20,0
2116,Botswana,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,21,0
2215,Botswana,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,22,0
2314,Botswana,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,23,0
2413,Botswana,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,24,0
2512,Botswana,2020-01-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,25,0
2611,Botswana,2020-01-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,26,0
2710,Botswana,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,27,0
2809,Botswana,2020-01-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,28,0
2908,Botswana,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,29,0
3007,Botswana,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,30,0
3106,Botswana,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,31,0
3206,Botswana,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,32,0
3306,Botswana,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,33,0
3406,Botswana,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,34,0
3506,Botswana,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,35,0
3607,Botswana,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,36,0
3707,Botswana,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,37,0
3807,Botswana,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,38,0
3907,Botswana,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,39,0
4007,Botswana,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,40,0
4107,Botswana,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,41,0
4207,Botswana,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,42,0
4307,Botswana,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,43,0
4407,Botswana,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,44,0
4507,Botswana,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,45,0
4607,Botswana,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,46,0
4707,Botswana,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,47,0,0,47,0,0,0,0,0,0,47,0
4807,Botswana,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,48,0
4907,Botswana,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,49,0
5007,Botswana,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,50,0
5107,Botswana,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,51,0
5207,Botswana,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,52,0
5307,Botswana,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,53,0
5407,Botswana,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0,0,54,0
5507,Botswana,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,55,0
5607,Botswana,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0,0,0,56,0
5707,Botswana,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,57,0,0,57,0,0,0,0,0,0,57,0
5807,Botswana,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,0,0,58,0,0,0,0,0,0,58,0
5907,Botswana,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,0,0,59,0
6007,Botswana,2020-03-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,60,0
6107,Botswana,2020-03-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,61,0,0,61,0,0,0,0,0,0,61,0
